,title,categories,averageRating,publishedDate
2580,Other Woman ,Fiction,3.5,2018
2581,Flat broke with two goats : a memoir,Biography & Autobiography,3.0,2018
2582,Pieces of Her ,Fiction,4.0,2018
2583,The dark angel,Fiction,4.5,2019
2584,"How to draw anime & game characters. Vol. 2, Expressing emotions",Art,5.0,2001
2585,Liar's candle,Fiction,3.5,2018
2586,Obsidio,Young Adult Fiction,5.0,2018
2587,Spy Named Orphan ,Biography & Autobiography,4.5,2018
2588,"Chloe flavor : saucy, crispy, spicy, vegan",Cooking,4.5,2019
2589,Double Blind ,Fiction,4.0,2018
2590,The outsider : a novel,Fiction,4.0,2020
2591,Meghan : a Hollywood princess,Biography & Autobiography,3.0,2018
2592,The life Lucy knew,Fiction,4.5,2019
2593,The hellfire club,Fiction,3.0,2018
2594,"Hardwiring happiness : the new brain science of contentment, calm, and confidence",Self-Help,3.5,2013
2595,How to grill everything : simple recipes for great flame-cooked food,Cooking,4.5,2019
2596,Momofuku Milk Bar,Cooking,5.0,2011
2597,She persisted around the world : 13 women who changed history,Juvenile Nonfiction,5.0,2019
2598,Lord of the Fleas ,Juvenile Fiction,5.0,2018
2599,War storm,Young Adult Fiction,3.5,2018
2600,How to Change Your Mind ,"Body, Mind & Spirit",4.0,2018
2601,Attack on Titan. 24,Comics & Graphic Novels,4.0,2018
2602,Helter skelter : the true story of the Manson murders,True Crime,3.5,2001
2603,"Hey Ladies!: The Story of 8 Best Friends, 1 Year, and Way, Way Too Many Emails ",Fiction,4.0,2011
2604,"Lumberjanes. 2, Friendship to the max",Comics & Graphic Novels,4.0,2015
2605,Puddin',Young Adult Fiction,3.5,2018
2606,Summer Wives ,Fiction,3.5,2018
2607,"The square and the tower : networks and power, from the Freemasons to Facebook",History,4.5,2008
2608,Zog,Readers,3.5,2017
2609,"125 nature hot spots in Alberta : the best parks, conservation areas and wild places",Travel,,2018
2610,The mars room : a novel,Fiction,3.5,2018
2611,The other lady vanishes,Fiction,4.0,2018
2612,"Beyond soap : the real truth about what you are doing to your skin and how to fix it for a beautiful, healthy glow",Health & Fitness,4.5,2018
2613,The simple truth,Poetry,3.5,1999
2614,Bring Me Back ,Fiction,3.5,2018
2615,"How to change your mind : what the new science of psychedelics teaches us about consciousness, dying, addiction, depression, and transcendence","Body, Mind & Spirit",4.0,2018
2616,The thief,Fiction,4.0,2014
2617,"First, we make the beast beautiful : a new journey through anxiety",Biography & Autobiography,4.0,2018
2618,I Love My Instant Pot Keto Diet Recipe Book ,Cooking,,2019
2619,The death of Mrs. Westaway,Fiction,3.5,2018
2620,"Japanese Knitting Patterns for Sweaters, Scarves and More: Knits and Crochets fo ",Crafts & Hobbies,4.5,2018
2621,Brief Cases ,Fiction,4.0,2018
2622,Spymaster ,Fiction,3.0,2019
2623,Still water : a novel,Fiction,4.0,2007
2624,The president is missing : a novel,Fiction,3.5,2018
2625,Brain food : the surprising science of eating for cognitive power,Health & Fitness,4.0,2018
2626,Depression the comedy : a tale of perseverance,Biography & Autobiography,3.5,2019
2627,Political tribes : group instinct and the fate of nations,Political Science,5.0,2018
2628,Robin ,Biography & Autobiography,4.0,2018
2629,The recovering : intoxication and its aftermath,Literary Collections,3.0,2018
2630,Cottage by the Sea ,Fiction,4.0,2018
2631,"Keto Lunches: Grab-and-Go, Make-Ahead Recipes for High-Power Low-Carb Midday Mea ",Cooking,,2018
2632,Higher Loyalty [large print],Biography & Autobiography,4.0,2018
2633,Noise Downstairs ,Fiction,4.0,2018
2634,"The 10-day belly slimdown : lose your belly, heal your gut, enjoy a lighter, younger you",Health & Fitness,5.0,2018
2635,Perfect Couple ,Fiction,4.0,2018
2636,The word is murder : a novel,Fiction,3.5,2018
2637,When life gives you lululemons : a novel,Fiction,3.5,2018
2638,Big Nate. Silent but deadly,Juvenile Fiction,3.5,2018
2639,Leah on the offbeat,Young Adult Fiction,4.0,2018
2640,Measure of Darkness ,Fiction,3.5,2019
2641,"Own the day, own your life : optimized practices for waking, working, learning, eating, training, playing, sleeping, and sex",Health & Fitness,4.0,2018
2642,Calypso,Music,4.0,2018
2643,Shelter in Place [large print],Fiction,4.0,2019
2644,"The daily stoic : 366 meditations on wisdom, perseverance, and the art of living",Business & Economics,4.0,2016
2645,The unbeatable Squirrel Girl beats up the Marvel Universe,Comics & Graphic Novels,4.0,2016
2646,When We Found Home ,Fiction,4.0,2018
2647,Shelter in place,Fiction,4.0,2018
2648,The fates divide,Young Adult Fiction,4.5,2018
2649,War on peace : the end of diplomacy and the decline of American influence,Political Science,4.0,2019
2650,Cave of bones,Fiction,4.0,2019
2651,Adjustment day,Fiction,2.5,2018
2652,Dork Diaries #13 ,Juvenile Fiction,4.5,2018
2653,Get me another one!,Fathers and daughters,3.0,2019
2654,Ocean Light ,Fiction,3.5,2018
2655,Player's handbook,Games,5.0,2014
2656,Facts and Fears [large print],Biography & Autobiography,4.0,2019
2657,As you wish [large print],Humor,,2018
2658,Faith : a journey for all,Religion,3.5,2019
2659,I've got my eyes on you [large print],Fiction,4.0,2018
2660,Meditation : an in-depth guide,"Body, Mind & Spirit",5.0,2011
2661,The diabetes code : prevent and reverse type 2 diabetes naturally,Health & Fitness,4.0,2018
2662,Abandoned ,Fiction,4.0,2018
2663,The minimalist kitchen : the practical art of making more with less,House & Home,3.0,2018
2664,I've been meaning to tell you : a letter to my daughter,Social Science,4.0,2018
2665,Murder on Union Square,Fiction,3.5,2019
2666,Not a box,Juvenile Fiction,4.0,2007
2667,The Duchess : Camilla Parker Bowles and the love affair that rocked the crown,Biography & Autobiography,3.5,2018
2668,Fascism : a warning,Political Science,4.5,2018
2669,Motherhood,Fiction,2.0,2018
2670,Mr. Flood's last resort : a novel,Fiction,4.0,2020
2671,"The keto cure : a low carb, high fat dietary solution to heal your body & optimize your health",Health & Fitness,5.0,2018
2672,The sun does shine : how I found life and freedom on death row,Biography & Autobiography,4.5,2018
2673,Barracoon : the story of the last Black cargo,Social Science,4.0,2018
2674,Legendary : a Caraval novel,Young Adult Fiction,4.0,2019
2675,The crooked staircase,Fiction,4.0,2018
2676,The Gray Ghost,Fiction,4.0,2018
2677,I was Anastasia : a novel,Juvenile Fiction,3.5,2018
2678,Kitchen confidential : adventures in the culinary underbelly,Biography & Autobiography,3.5,2010
2679,The house swap : a novel,Fiction,3.0,2018
2680,"You think it, I'll say it : stories",Fiction,3.5,2019
2681,Dinner's in the oven : simple one-pan meals,Cooking,4.5,2018
2682,Donald J. Trump : a president like no other,Political Science,3.0,2018
2683,Princess,Fiction,4.5,2016
2684,The rise and fall of the dinosaurs : a new history of a lost world,Nature,4.0,2018
2685,A reaper at the gates : a novel,Young Adult Fiction,4.0,2018
2686,Container gardening complete : creative projects for growing vegetables and flowers in small spaces,Gardening,5.0,2019
2687,Dark days : the road to metal,Comics & Graphic Novels,3.0,2018
2688,Tailspin ,Fiction,5.0,2019
2689,Ms. Bixby's last day,Juvenile Fiction,4.0,2016
2690,How to walk away,Fiction,4.0,2015
2691,"Keto lunches : grab-and-go, make-ahead recipes for high-power, low-carb midday meals",Cooking,,2018
2692,Tin man,Fiction,4.0,2018
2693,His Only Weakness ,Fiction,4.0,2018
2694,"The restless wave : good times, just causes, great fights, and other appreciations",Biography & Autobiography,3.5,2008
2695,Bullshit jobs,Business & Economics,4.0,2018
2696,Shadow Keeper ,Fiction,4.5,2016
2697,The leisure seeker,Fiction,3.5,2009
2698,What's Gaby cooking : everyday California food,Cooking,5.0,2018
2699,Dear Mrs. Bird ,Fiction,4.0,2018
2700,Then she was gone [large print],Fiction,3.5,2016
2701,The perfect couple : a novel,Fiction,4.0,2018
2702,The president is missing [large print] : a novel,Fiction,3.5,2019
2703,A place for us : a novel,Fiction,4.0,2018
2704,Shadow keeper,Fiction,4.5,2016
2705,Born Trump ,Biography & Autobiography,2.0,2018
2706,"Getting back to happy : change your thoughts, change your reality, and turn your trials into triumphs",Self-Help,4.0,2018
2707,"How to change your mind [large print] : what the new science of psychedelics teaches us about consciousness, dying, addiction, depression, and transcendence","Body, Mind & Spirit",4.0,2018
2708,The Greek escape,Fiction,5.0,2013
2709,Let's go exploring : Calvin and Hobbes,LITERARY CRITICISM,2.5,2018
2710,"The best of America's Test Kitchen 2018 : best recipes, equipment reviews, and tastings",Cooking,5.0,2016
2711,Educated [large print] : a memoir,Biography & Autobiography,4.0,2018
2712,The hero with a thousand faces,Religion,5.0,2008
2713,Something in the water : a novel,Fiction,3.5,2019
2714,Wicked river : a novel,Fiction,3.5,2018
2715,Medium raw : a bloody valentine to the world of food and the people who cook,Biography & Autobiography,3.5,2010
2716,The flavor matrix : the art and science of pairing common ingredients to create extraordinary dishes,Cooking,3.0,2018
2717,"A Narwhal and Jelly book. 3, Peanut butter and Jelly",Juvenile Fiction,4.0,2019
2718,Dragon Masters #10: Waking the Rainbow Dragon ,Juvenile Fiction,1.0,2018
2719,"Canning & preserving : 80+ simple, small-batch recipes",Cooking,4.0,2018
2720,I know my name,Fiction,3.5,2019
2721,The book of Essie,Fiction,3.5,2018
2722,All we ever wanted : a novel,Fiction,3.0,2018
2723,Origin story : a big history of everything,History,4.0,2018
2724,On the up,Fiction,4.0,2019
2725,Private gold,Business & Economics,,1973
2726,We're going on a bear hunt,Bears,4.0,2019
2727,What We Were Promised ,Fiction,3.5,2018
2728,There there,Fiction,4.0,2018
2729,The kiss quotient,Fiction,3.5,2018
2730,"True roots : a mindful kitchen with more than 100 recipes free of gluten, dairy, and refined sugar",Cooking,3.0,2018
2731,Dark Sacred Night ,Fiction,4.0,2018
2732,God save Texas : a journey into the soul of the Lone Star State,History,4.0,2018
2733,"National Geographic Kids World Atlas, 5th Edition ",Juvenile Nonfiction,3.0,2009
2734,Ocean light,Fiction,3.5,2018
2735,You were made for this : a novel,Fiction,5.0,2019
2736,The assault on intelligence : American national security in an age of lies,Political Science,5.0,2018
2737,"Measure what matters : how Google, Bono, and the Gates Foundation rock the world with OKRs",Business & Economics,,2019
2738,Save the date,Fiction,4.0,2018
2739,So you want to talk about race,Social Science,4.5,2019
2740,The Patrick Melrose novels,Fiction,4.0,2018
2741,Avengers. Infinity War prelude,Comics & Graphic Novels,3.0,2018
2742,Chase's Loose Tooth! (PAW Patrol) ,Juvenile Fiction,,2018
2743,Grumpy monkey,Juvenile Fiction,4.0,2019
2744,I am the boss of this chair,Juvenile Fiction,5.0,2011
2745,Just the funny parts : ...and a few hard truths about sneaking into the Hollywood boys' club,Biography & Autobiography,4.0,2019
2746,The woman in the woods,Fiction,5.0,2018
2747,Bring me back,Fiction,3.5,2018
2748,By invitation only : a novel,Fiction,4.5,2018
2749,"The librarian's guide to homelessness : an empathy-driven approach to solving problems, preventing conflict, and serving everyone",Language Arts & Disciplines,4.0,2018
2750,The lost vintage : a novel,Fiction,4.0,2018
2751,Bad blood : secrets and lies in a Silicon Valley startup,Business & Economics,4.0,2018
2752,Clock Dance ,Fiction,4.0,2018
2753,One last breath,Fiction,3.0,2018
2754,Grand Old Time ,Fiction,,2018
2755,Any man : a novel,Fiction,3.0,2018
2756,Reporter : a memoir,Biography & Autobiography,4.5,2019
2757,"Harry : life, loss, and love",Biography & Autobiography,3.0,2018
2758,Walking Shadows ,Fiction,3.5,2018
2759,The neuroscientist who lost her mind : my tale of madness and recovery,Biography & Autobiography,4.0,2018
2760,The one thing : the surprisingly simple truth behind extraordinary results,Business & Economics,4.5,2019
2761,Leverage in Death ,Fiction,4.5,2019
2762,The darkest warrior,Fiction,3.5,2018
2763,"A higher loyalty [large print] : truth, lies, and leadership",Biography & Autobiography,4.5,2018
2764,Buried in books,Fiction,3.5,2013
2765,Cliff House ,Fiction,4.0,2019
2766,Cross Breed ,Fiction,4.5,2018
2767,Reckoning ,Fiction,3.5,2015
2768,The wild robot,Juvenile Fiction,4.0,2018
2769,No One Tells You This ,Biography & Autobiography,,2018
2770,No place for a lady,Fiction,4.0,2015
2771,"Secret Sister: From Nazi-occupied Jersey to wartime London, one woman?s search f ",Biography & Autobiography,4.0,2011
2772,Your best year ever : a 5-step plan for achieving your most important goals,Business & Economics,4.0,2019
2773,Before and again,Fiction,5.0,2018
2774,Odd 1s Out ,Humor,4.5,2018
2775,Brief cases : more stories from the Dresden files,Fiction,4.0,2010
2776,Cold skies,Fiction,4.0,2018
2777,Language of Kindness ,Medical,4.5,2018
2778,Lying in wait,Fiction,4.0,2019
2779,Prisoner in the Castle ,Fiction,3.5,2019
2780,Tangerine,Juvenile Fiction,3.5,2006
2781,The lost continent,Fiction,3.0,2012
2782,"Taste for Vengeance: A Bruno, Chief of Police novel ",Fiction,4.0,2019
2783,"The big book of kombucha : brewing, flavoring, and enjoying the health benefits of fermented tea",Cooking,5.0,2016
2784,The great believers,Fiction,4.5,2018
2785,Tiger Woods,Biography & Autobiography,4.0,2019
2786,An ocean of minutes : a novel,Fiction,3.5,2018
2787,The never-ending present : the story of Gord Downie and the Tragically Hip,Music,5.0,2019
2788,Two peas in a pod,Juvenile Fiction,3.5,2018
2789,Eat that frog! : 21 great ways to stop procrastinating and get more done in less time,Business & Economics,3.5,2008
2790,The marmalade murders,Fiction,3.5,2019
2791,Big Nate. The boy with the biggest head in the world,Juvenile Fiction,3.5,2012
2792,Dark Sentinel ,Fiction,5.0,2018
2793,The happiness trap : how to stop struggling and start living,Self-Help,4.5,2013
2794,Wish,Juvenile Fiction,4.0,2008
2795,"Bella figura : how to live, love, and eat the Italian way",Self-Help,3.0,2018
2796,Cottage by the sea : a novel,Fiction,4.0,2018
2797,"My hero academia. Vol. 13, A talk about your quirk",Comics & Graphic Novels,3.0,2018
2798,Scarecrow ,Fiction,4.0,2015
2799,Social creature : a novel,Fiction,3.5,2018
2800,"The I love my instant pot keto diet recipe book : from poached eggs to quick chicken parmesan, 175 fat-burning keto recipes",Cooking,3.5,2019
2801,Dear Mrs. Bird : a novel,Fiction,4.0,2018
2802,When we found home,Fiction,4.0,2018
2803,"Geronimo Stilton. Hug a tree, Geronimo",Juvenile Fiction,5.0,2018
2804,Sister of mine,Fiction,4.0,2019
2805,The girl who smiled beads : a story of war and what comes after,Biography & Autobiography,4.0,2018
2806,To the moon and back : a novel,Fiction,4.0,2018
2807,The book of M,Fiction,4.0,2018
2808,Food artisans of Alberta : your trail guide to the best of our locally crafted fare,Travel,,2018
2809,Safe houses,Fiction,4.5,2019
2810,"Adrift : a true story of love, loss, and survival at sea",Biography & Autobiography,4.0,2002
2811,How hard can it be?,Fiction,3.5,2013
2812,Sun is Kind of a Big Deal ,Juvenile Nonfiction,5.0,2018
2813,"The ultimate Roblox book : an unofficial guide : learn how to build your own worlds, customize your games, and so much more!",Games & Activities,4.0,2018
2814,Shelter in place [large print],Fiction,4.0,2019
2815,The other woman,Fiction,5.0,2018
2816,Punisher. The platoon,Comics & Graphic Novels,,2018
2817,The outsider [large print],Fiction,4.0,2020
2818,Clock dance,Fiction,4.0,2018
2819,Double blind,Fiction,4.0,2018
2820,The good fight : a novel,Fiction,4.0,2018
2821,"Everybody, always : becoming love in a world full of setbacks and difficult people",Religion,4.5,2018
2822,Next year in Havana,Fiction,4.0,2018
2823,The bookshop of yesterdays,Fiction,3.5,2018
2824,Mind platter,Poetry,4.0,2018
2825,Palace of treason : a novel,Fiction,4.0,2016
2826,Waking the rainbow dragon,Juvenile Fiction,1.0,2019
2827,The summer wives,Fiction,3.5,2018
2828,Ambush ,Fiction,4.0,2019
2829,Dark nights : metal. The resistance,Comics & Graphic Novels,3.0,2018
2830,Desolation Mountain ,Fiction,4.0,2018
2831,Easy Death ,Fiction,5.0,2019
2832,In a House of Lies ,Fiction,4.0,2018
2833,"Inspired : slaying giants, walking on water, and loving the Bible again",Religion,4.5,2018
2834,One-punch man. 14,Comics & Graphic Novels,4.0,2019
2835,Sofie & Cecilia,Fiction,3.5,2018
2836,Dead if you don't,Fiction,4.0,2018
2837,Every Breath ,Fiction,4.0,2018
2838,"Stretching to stay young : simple workouts to keep you flexible, energized, and pain-free",Health & Fitness,4.0,2016
2839,Happiness hacks : 100% scientific! curiously effective!,Self-Help,3.5,2018
2840,Number one Chinese restaurant : a novel,Fiction,3.5,2018
2841,The joy of cookies,Humor,5.0,2018
2842,A grand old time,Fiction,,2018
2843,A noise downstairs : a novel,Fiction,4.0,2018
2844,A terrible country : a novel,Fiction,4.0,2018
2845,Deadpool vs. Old Man Logan,Comics & Graphic Novels,,2018
2846,Shadow Tyrants ,Fiction,4.0,2019
2847,Starting & running a small business for Canadians all-in-one for dummies,Business & Economics,,2012
2848,The alchemist [large print],Fiction,4.0,2019
2849,Holy Ghost ,Holy Spirit,4.0,2006
2850,The map of salt and stars,Fiction,3.5,2018
2851,The order of time,Science,3.5,2018
2852,Her pretty face,Fiction,3.5,2018
2853,The art of gathering : how we meet and why it matters,Self-Help,5.0,2018
2854,Believe me : a novel,Fiction,3.5,2019
2855,Through the Fire ,Fiction,4.0,2012
2856,Unwanted Guest ,Fiction,3.5,2018
2857,Be happy : 35 powerful methods for personal growth & well-being,Self-Help,5.0,2019
2858,Paradox,Philosophy,4.0,2014
2859,Between you & me : a novel,Fiction,4.0,2018
2860,Born Trump : inside America's first family,Biography & Autobiography,2.0,2018
2861,"Liar, liar",Fiction,4.0,2019
2862,Dinner illustrated : 175 meals ready in 1 hour or less,Cooking,,2018
2863,Trail of lightning,Fiction,4.0,2019
2864,Give me your hand,Fiction,3.5,2018
2865,The power of positive thinking,Self-Help,4.0,2019
2866,In His Father's Footsteps ,Fiction,4.5,2018
2867,My twenty-five years in Provence : reflections on then and now,Travel,3.5,2018
2868,Spinning silver,Fiction,4.0,2018
2869,Our kind of cruelty,Fiction,3.0,2018
2870,Tailspin [large print],Fiction,5.0,2010
2871,Garfield. Volume 6,Juvenile Fiction,4.5,2014
2872,"Japanese knitting : patterns for sweaters, scarves and more",Crafts & Hobbies,4.5,2018
2873,Seven Deaths of Evelyn Hardcastle ,Fiction,4.0,2018
2874,Washington Black ,Fiction,4.0,2018
2875,Three days missing,Fiction,4.0,2018
2876,Tailspin,Fiction,5.0,2019
2877,Florida,Resorts,3.5,1887
2878,Texas Ranger,History,2.0,2011
2879,Proposal ,Fiction,5.0,2018
2880,The perfect couple [large print] : a novel,Fiction,4.0,2017
2881,French Exit ,Fiction,3.5,2018
2882,Women Talking ,Fiction,3.5,2018
2883,Zero waste : simple life hacks to drastically reduce your trash,House & Home,2.5,2018
2884,Clockmaker's Daughter ,Fiction,4.0,2018
2885,No one tells you this : a memoir,Biography & Autobiography,,2018
2886,Sick : a memoir,Biography & Autobiography,4.0,2018
2887,Ghosted,Fiction,2.0,2018
2888,The darkest minds,Juvenile Fiction,4.0,2012
2889,"Good night, Adventure Bay!",Juvenile Fiction,5.0,2018
2890,Monster manual,Games,4.5,2014
2891,One-Week Insomia Cure: Learn to Solve Your Sleep Problems ,Health & Fitness,5.0,2017
2892,The shadow killer,Fiction,4.0,2018
2893,Toucan Keep a Secret ,Fiction,3.5,2018
2894,Transcription ,,,
2895,My year of rest and relaxation,Fiction,3.5,2018
2896,Us Against You ,Fiction,4.0,2017
2897,Lethal White ,Fiction,4.0,2018
2898,A measure of darkness : a novel,Fiction,4.0,2019
2899,An unwanted guest,Fiction,3.5,2018
2900,Tear Me Apart ,Fiction,4.5,2018
2901,"Alone time : four seasons, four cities, and the pleasures of solitude","Body, Mind & Spirit",5.0,2018
2902,Untitled ,Photography,5.0,2003
2903,Incendiaries ,Fiction,3.0,2018
2904,Providence : a novel,Fiction,3.0,2018
2905,Donald J. Trump Presidential Twitter Library ,Humor,5.0,2018
2906,Elevation ,Science,4.0,2019
2907,The death of truth : notes on falsehood in the age of Trump,Political Science,3.0,2018
2908,"Chicken soup for the soul. Count your blessings : 101 stories of gratitude, fortitude, and silver linings",Self-Help,5.0,2010
2909,Crush it! : why now is the time to cash in on your passion,Business & Economics,4.0,2009
2910,Lost Creed,Fiction,4.0,2015
2911,Minecraft combat handbook,,,
2912,Small town rumors,,,
2913,Tessa and Scott: Our Journey from Childhood Dream to Gold ,Biography & Autobiography,5.0,2011
2914,Dragon Masters #11: Shine of the Silver Dragon ,,,
2915,Foe ,Fiction,4.0,2015
2916,Tattooist of Auschwitz ,,,
2917,Attack on Titan. 25,Comics & Graphic Novels,3.5,2018
2918,Keto Snacks ,Cooking,,2019
2919,Our House ,Fiction,3.5,2019
2920,The house of Hades,Juvenile Fiction,4.0,2013
2921,The overstory : a novel,Fiction,3.5,2018
2922,The wicked healthy cookbook : free. from. animals.,Cooking,4.5,2018
2923,From the corner of the oval,Biography & Autobiography,3.5,2019
2924,When life gives you lululemons [large print],Fiction,3.5,2017
2925,"Keto for life : look better, feel better, and watch the weight fall off with 160+ delicious high-fat recipes",Cooking,,2019
2926,Escape : don't stop running,Juvenile Fiction,5.0,2019
2927,"Secret sister : from Nazi-occupied Jersey to wartime London, one woman's search for the truth",Biography & Autobiography,4.0,2015
2928,Serpentine,Fiction,5.0,2016
2929,The beauty of dirty skin : the surprising science to looking and feeling radiant from the inside out,Health & Fitness,4.5,2018
2930,Percy Jackson's Greek gods,Juvenile Fiction,4.5,2014
2931,21 things you may not know about the Indian Act : helping Canadians make reconciliation with Indigenous Peoples a reality,,,
2932,Look Alive Twenty-Five ,Fiction,3.5,2018
2933,Of Blood and Bone ,Fiction,4.0,2018
2934,Murder in paradise : thrillers,,,
2935,Curly girl : the handbook,,,
2936,Refugee,,,
2937,Taco Tuesday Cookbook: 52 Gamily-Friendly Taco Recipes to Make Every Week the Be ,Cooking,5.0,2018
2938,Uncompromising Honor ,Fiction,4.5,2018
2939,Drive : the surprising truth about what motivates us,Business & Economics,3.5,2011
2940,Pieces of her : a novel,Fiction,4.0,2018
2941,Unhinged: An Insider's Account of the Trump White House ,Political Science,3.5,2018
2942,Careless Love ,Biography & Autobiography,4.5,2012
2943,"A tribe called bliss : break through superficial friendships, create real connections, reach your highest potential",Self-Help,,2018
2944,Next Person You Meet in Heaven ,Fiction,4.0,2018
2945,Dork Diaries #13 Tales from a Not-So-Happy Birthday,Juvenile Fiction,4.5,2018
2946,Annihilation [videorecording],Science,4.5,2010
2947,Forgotten Place ,Fiction,3.5,2018
2948,Ottolenghi Simple ,Cooking,2.0,2018
2949,The good son : a novel,Fiction,4.0,2018
2950,Foe : a novel,Fiction,4.0,2018
2951,Heartbreaker ,Fiction,4.0,2012
2952,French exit : a tragedy of manners,Fiction,3.5,2018
2953,Spark of Light ,Fiction,4.0,2018
2954,Five nights at Freddy's : the silver eyes,Juvenile Fiction,4.0,2019
2955,The 17th suspect [large print],Fiction,4.0,2019
2956,"The boy who was raised as a dog : and other stories from a child psychiatrist's notebook : what traumatized children can teach us about loss, love, and healing",Psychology,4.5,2007
2957,A measure of darkness [large print] : a novel,Fiction,3.0,2019
2958,Dark nights : metal,,,
2959,"House of Trump, house of Putin : the untold story of Donald Trump and the Russian Mafia",,,
2960,Kingdom of Ash ,Young Adult Fiction,4.0,2018
2961,The good fight [large print] : a novel,Fiction,4.0,2018
2962,"Dopesick : dealers, doctors, and the drug company that addicted America",Social Science,4.0,2018
2963,Feared,Fiction,4.0,2018
2964,The incendiaries,Fiction,3.0,2018
2965,The ruin,Fiction,4.0,2018
2966,Mastering the art of French cooking,Cooking,4.5,2012
2967,Our homesick songs,Fiction,4.0,2015
2968,The good mothers : the true story of the women who took on the world's most powerful mafia,True Crime,,2018
2969,Kingdom of the Blind ,Fiction,4.5,2018
2970,Four funerals and maybe a wedding,Fiction,3.5,2018
2971,P.S. I still love you,Young Adult Fiction,4.0,2017
2972,To all the boys I've loved before,Juvenile Fiction,4.0,2014
2973,The care & keeping of you : the body book for girls,Juvenile Nonfiction,5.0,2013
2974,Abandoned,Fiction,4.0,2018
2975,An unwanted guest [large print],Fiction,3.5,2018
2976,Mark ,Religion,4.5,2005
2977,Dog Man. Lord of the Fleas,,,
2978,I'm Afraid of Men ,Social Science,4.0,2018
2979,Little Yellow House: Finding Community in a Changing Neighbourhood ,,,
2980,Medical Medium Liver Rescue ,,,
2981,Trickster Drift ,Fiction,4.0,2018
2982,All we ever wanted [large print],,,
2983,Women talking : a novel,Fiction,3.5,2018
2984,Unhinged : an insider's account of the Trump White House,Political Science,3.5,2018
2985,Past Tense ,Fiction,3.5,2018
2986,Everything Trump touches dies : a Republican strategist gets real about the worst president ever,Political Science,4.5,2018
2987,The Russia hoax : the illicit scheme to clear Hillary Clinton and frame Donald Trump,Political Science,4.0,2019
2988,The third wife : a novel,Fiction,3.5,2014
2989,Walking shadows,Fiction,3.5,2018
2990,Another woman's husband,Fiction,4.5,2018
2991,I Know You Know ,Fiction,3.5,2019
2992,SEAL camp,Fiction,5.0,2018
2993,Supernova ,,,
2994,Winter in Paradise  ,Fiction,4.0,2018
2995,The weight of ink,Fiction,4.0,2017
2996,Us against you,Fiction,4.0,2017
2997,Baby teeth,,,
2998,Two Dark Reigns ,,,
2999,White fragility : why it's so hard to talk to white people about racism,,,
3000,Codename Villanelle,Fiction,3.0,2018
3001,OCDaniel,,,
3002,Field of bones : a Brady novel of suspense,Fiction,4.0,2018
3003,Washington Black : a novel,Fiction,4.0,2018
3004,Leverage in death,Fiction,4.5,2019
3005,All your perfects : a novel,Fiction,4.0,2018
3006,Depth of Winter ,Fiction,4.0,2018
3007,Desolation Mountain : a novel,Fiction,4.0,2018
3008,In his father's footsteps : a novel,Fiction,4.5,2018
3009,"In the French kitchen with kids : easy, everyday dishes for the whole family to make and enjoy",Cooking,4.0,2018
3010,"Lamb : the gospel according to Biff, Christ's childhood pal",,,
3011,Leverage in Death [large print],Fiction,4.0,2019
3012,The Guernsey Literary and Potato Peel Pie Society [large print],,,
3013,Other Wife ,,,
3014,"The keto reset Instant Pot cookbook : reboot your metabolism with simple, delicious ketogenic diet recipes for your electric pressure cooker",,,
3015,Starlight : an unfinished novel,Fiction,5.0,2018
3016,"Eat at home tonight : 101 simple busy-family recipes for your slow cooker, sheet pan, Instant Pot, and more",,,
3017,"Liars, leakers, and liberals : the case against the anti-Trump conspiracy",Political Science,2.5,2018
3018,"Meal prep your way to weight loss : 28 days to a fitter, healthier you",Cooking,5.0,2018
3019,The fourth closet,,,
3020,The taco Tuesday cookbook : 52 tasty taco recipes to make every week the best ever,Cooking,5.0,2018
3021,Real life dinners,Cooking,5.0,2018
3022,Juror #3 [large print],Fiction,3.5,2018
3023,Paleo cooking with your Instant Pot : 80 incredible gluten- and grain-free recipes made twice as delicious in half the time,,,
3024,Paradox [large print],Health & Fitness,2.0,2019
3025,Heartbreaker : a novel,Fiction,4.0,2018
3026,The surrender experiment : my journey into life's perfection,"Body, Mind & Spirit",3.0,2015
3027,Witch Elm ,Fiction,4.0,2018
3028,A darkness of the heart,Fiction,3.0,2019
3029,Mark [large print],Religion,,2019
3030,Christmas Cake Murder ,Fiction,3.5,2018
3031,Trafficked girl,Biography & Autobiography,4.5,2012
3032,Meltdown ,Business & Economics,5.0,2018
3033,Dark sentinel,,,
3034,Mastering Meal Prep ,Cooking,,2018
3035,Big Nate. The crowd goes wild!,,,
3036,Secret of the Crystal Fairies ,Juvenile Fiction,4.0,2018
3037,21 Lessons for the 21st Century ,,,
3038,Dead man running,Fiction,4.0,2018
3039,Homebody: A Guide to Creating Spaces You Never Want to Leave ,,,
3040,Long Road to Mercy ,Fiction,3.5,2018
3041,Magic triumphs,Fiction,4.0,2018
3042,Target: Alex Cross ,Fiction,4.0,2019
3043,Absolutely Remarkable Thing ,Fiction,4.0,2018
3044,Beauchamp Hall ,Fiction,4.0,2018
3045,Cook Like a Pro: Recipes and Tips for Home Cooks ,Cooking,4.5,2012
3046,Courtney's War ,Fiction,4.0,2018
3047,"Gordon Ramsay's Healthy, Lean and Fit: Mouthwatering Recipes to Fuel You for Lif ",Cooking,5.0,2018
